video_path	text_description	split
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/418.mp4	powerful engines revving and roaring loudly.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/419.mp4	rumbling of the ferry boat engines, and water splashing against the hull of the ferry boat as it moves through the harbor.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/420.mp4	gentle lapping of water against the sailboat's hull.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/421.mp4	the bicycle's chain shifts smoothly with a soft clinking sound, and the tires hum against the pavement with a steady rhythm.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/422.mp4	tires screech and gravel crunches beneath the bike's wheels.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/423.mp4	roller skates' wheels spinning rapidly.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/424.mp4	rotors spinning rapidly with a loud whooshing sound.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/425.mp4	engine revving loudly and accelerating.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/426.mp4	revving engine of the ATV precedes acceleration.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/427.mp4	roaring engine accelerates and decelerates, and gravel and dirt crunch beneath the wheels.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/428.mp4	tires splashing through the mud with globs of mud flying in all directions.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/429.mp4	drone's rotors whirring and humming as it flies steadily.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/430.mp4	engine roars loudly and treads screech against ground.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/431.mp4	rifle parts clinking and snapping into place.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/432.mp4	explosive bursts loudly with intense shockwave.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/433.mp4	rapid punching sounds with a loud thud on the bag.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/434.mp4	gloved fists thud against the gloves with each punch.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/435.mp4	martial artist's fist and foot slams into the training dummy with a loud thud.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/436.mp4	loud rumbling of the tank's engines, and crunching and screeching of the tank's treads.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/437.mp4	flamethrower hissing loudly as it shoots out flames.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/438.mp4	crunching and snapping of the apple's flesh, and munching and smacking sounds of eating.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/439.mp4	sound of loud air burst from nose, and relieved sigh of person after blowing nose.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/440.mp4	water gurgling and splashing in the bottle.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/441.mp4	creaking of old wooden rocking chair.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/442.mp4	soft smack of lips releasing from the rim of the cup.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/443.mp4	gentle rustling of the baby's clothes and soft cooing.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/444.mp4	baby's joyful giggles and gurgling sounds.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/445.mp4	gentle snores with a soothing rhythm.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/446.mp4	the sound of hands clapping together loudly and quickly.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/447.mp4	loud, sharp clapping sounds echo through the stadium, and a low, muffled roar of the crowd provides a distant background hum.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/448.mp4	sharp clapping sound echoes in the room.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/449.mp4	hiking pole scrapes against the ground.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/450.mp4	the sound of the woman's sobs and sniffling, seagulls squawking in the distance, and waves crashing against the shore.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/451.mp4	Muffled sobs and sniffling with faint whispers in the background.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/452.mp4	person's body weight shifts with a muffled thud on the couch.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/455.mp4	cheering crowd and laughter fills the air.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/456.mp4	agonized groans and heavy breathing.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/457.mp4	heavy breathing and labored gasping.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/459.mp4	the wind is howling and whipping through the person's hair.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/463.mp4	creaking of old couch as person stretches.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/464.mp4	a sudden, exaggerated yawn echoes through the office, and the creaking of the office chair's worn hinges.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/465.mp4	thundering footsteps pounding the grassy field.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/466.mp4	hockey stick slapping the puck loudly, and ice skates scraping and scratching the ice.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/467.mp4	players' skates scraping the ice.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/468.mp4	rock climber's hands grasping and releasing holds with a sharp, distinct sound.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/469.mp4	splash of water and loud thud as person hits the surface.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/470.mp4	the sound of wheels rolling on the smooth surface of the parking lot.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/471.mp4	snow crunching under the snowboard's edge.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/472.mp4	strong splashing sounds as the swimmer's arms and legs move through the water.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/473.mp4	water splashes loudly and vibrates the surface.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/474.mp4	pounding thudding sounds of fists hitting the punching bag, and rustling and creaking of the punching bag's chain and leather.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/475.mp4	martial artist's feet thudding rapidly on the mat, and punching sounds with swift whooshing noises.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/476.mp4	pads and jerseys crunching and clashing loudly.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/477.mp4	smooth swoosh of the clubhead cutting through the air, followed by a sharp crack of the club striking the ball.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/478.mp4	grunting and heavy breathing sounds, and weights clanking and metal creaking.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/479.mp4	Heavy breathing and grunting from the weightlifter, and metal weights clanking and scraping against each other as the dumbbell is lifted.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/480.mp4	ice skates scraping against the ground.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/481.mp4	tires screeching and the sound of speed-shifting through gears.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/482.mp4	Rapid metal clanking and clicking of the gearshift, and Engine revving and humming with vibrations.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/483.mp4	firing with paintballs bursting and splattering on wall.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/484.mp4	Roller skates glide smoothly across the floor, wheels rumbling and squeaking.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/485.mp4	the skateboard wheels scraping and grinding on the ground.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/486.mp4	cue tip scratching against cue ball.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/487.mp4	the sound of a soccer ball rolling and bouncing on the grass, with a low-pitched whooshing sound.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/488.mp4	a sudden whoosh sound as the wave starts to lift the surfboard.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/489.mp4	the sound of the wave crashing against the shore, and footsteps on sand.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/491.mp4	snow crunching and scraping beneath the snowboard.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/492.mp4	metallic coil toy bouncing and boinging loudly.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/493.mp4	whoosh sound is heard loudly as the cape flaps.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/494.mp4	the person's hand smacks against the wall with a wet splat.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/495.mp4	the sound of scraping and sliding as the burglar's body tumbles down the stairs.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/496.mp4	paper unfolds with a sharp crackle and rustling.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/497.mp4	vigorous rattling and clinking of trinkets and charms.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/498.mp4	creaking and squeaking of old wooden planks.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/499.mp4	equipment beeps and whirs as alien move.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/500.mp4	footsteps echoing through the dark space station.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/501.mp4	electronic beeps pulsate in rhythmic pattern.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/502.mp4	neon buttons clicking and humming.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/503.mp4	electrical humming and buzzing of machinery in the background.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/504.mp4	laser beam firing with a sharp, pulsing crackle.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/505.mp4	console beeps and hums as it pulses with energy.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/506.mp4	metallic claws clattering and retracting rapidly.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/507.mp4	pulsating beeps and chimes emanate from the cylindrical pillar.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/508.mp4	mechanical whirring and creaking as the robot's limbs unfold, and clanking footsteps of the metal robot.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/509.mp4	small metallic parts clinking together.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/510.mp4	gravel and rocks crunch and slide beneath the astronaut's boots, and the portal hums and pulses with a low, oscillating pitch.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/511.mp4	Glowing orb emits series of high-pitched wailing tones.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/512.mp4	mechanical whirring of the robotic arm, and electronic humming of the console.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/513.mp4	clanking and whirring of metallic limbs unfolding, sparks crackling and flying from joints, and echoing clangs of metal plates hitting the ground.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/514.mp4	the orb pulsating with a low, rhythmic thud.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/515.mp4	astronaut's heavy breathing and footsteps echoing in the empty space.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/516.mp4	hissing hydraulic systems grow louder then soft, and thick wheels rumble on the ground.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/517.mp4	intricate mechanical parts clinking and rattling softly.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/518.mp4	muddy sound of digging and squelching.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/519.mp4	muddy splatter and sucking sounds with each step.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/520.mp4	splashing and squelching sounds of boots in puddles.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/521.mp4	shiny dress shoes clicking on the wet ground.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/522.mp4	gemstones and jewels clinking and scraping against each other.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/523.mp4	velvet fabric rustling as pedestal rotates.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/524.mp4	the suitcase wheels rolling and rattling on the floor, and footsteps echoing off the walls and floor of the hallway.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/525.mp4	metal gate creaks and groans as it swings open, and person's heavy breathing and footsteps are audible in the background.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/526.mp4	rustling and crunching of leaves and petals as the bouquet is shaken.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/527.mp4	gravel and rocks crunching beneath hiking boots.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/528.mp4	wooden spool creaks and groans as rope unwinds, and rhythmic sound of rope unwinding from spool.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/529.mp4	rattling of chain and anchor as ship settles into place.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/530.mp4	squelching sounds with each step.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/531.mp4	rustling of the burlap sack, accompanied by clanking of old tools and rusty machinery parts.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/532.mp4	footsteps sink into sand with a crunching sound.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/533.mp4	wheels creaking as the cart is pushed across the floor, and footsteps echoing off the shelves as the woman walks down the aisle.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/534.mp4	strong wind blows and whistles loudly.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/535.mp4	the fabric swooshes through the air with a soft whooshing sound.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/536.mp4	the wooden mallet scrapes against the log as it strikes.	test
/cm/archive/thanhtvt1/MovieGenAudioBenchSfx/video_with_audio/537.mp4	scraping of wooden spoon against wooden bowl.	test
